time_iso8601,forks_cumulative
2022-05-09 00:00:00+00:00,1
2022-05-10 00:00:00+00:00,2
2022-07-25 00:00:00+00:00,3
2022-09-09 00:00:00+00:00,4
2023-02-27 00:00:00+00:00,5
2023-10-26 00:00:00+00:00,6
2024-05-13 00:00:00+00:00,7
2024-08-12 00:00:00+00:00,8
2024-09-24 00:00:00+00:00,9
2024-10-28 00:00:00+00:00,10
2024-12-30 00:00:00+00:00,11
