time_iso8601,forks_cumulative
2024-02-28 00:00:00+00:00,1
2024-07-26 00:00:00+00:00,2
2024-08-27 00:00:00+00:00,3
2024-09-18 00:00:00+00:00,4
2024-10-26 00:00:00+00:00,5
2024-12-17 00:00:00+00:00,6
2025-01-16 00:00:00+00:00,7
2025-02-21 00:00:00+00:00,8
