referrer,views_total,views_unique
statics.teams.cdn.office.net,258,74
Google,241,83
github.com,204,37
Bing,71,21
jira-dc.qualcomm.com,56,14
quic.github.io,42,13
confluence.qualcomm.com,18,7
neureality.atlassian.net,8,1
qualcomm.com,4,4
linkedin.com,4,1
