referrer,views_total,views_unique
github.com,376,49
statics.teams.cdn.office.net,346,79
Google,250,83
jira-dc.qualcomm.com,72,24
confluence.qualcomm.com,35,10
quic.github.io,34,11
Bing,31,14
qualcomm.com,29,7
linkedin.com,21,3
pypi.org,6,1
