referrer,views_total,views_unique
statics.teams.cdn.office.net,267,72
Google,248,79
github.com,188,41
Bing,88,24
jira-dc.qualcomm.com,67,20
quic.github.io,42,13
qualcomm.com,25,3
confluence.qualcomm.com,22,6
linkedin.com,15,2
neureality.atlassian.net,8,1
