referrer,views_total,views_unique
Google,194,100
github.com,61,9
statics.teams.cdn.office.net,36,17
Bing,24,9
DuckDuckGo,13,5
cn.bing.com,6,2
humble-disco-7vr4xw9wp496cxwgv.github.dev,3,1
jira-dc.qualcomm.com,2,1
chatgpt.com,2,1
discourse.ubuntu.com,1,1
