time_iso8601,stars_cumulative
2020-05-14 00:00:00+00:00,1
2020-12-18 00:00:00+00:00,2
2021-04-29 00:00:00+00:00,3
2023-01-02 00:00:00+00:00,4
2024-11-28 00:00:00+00:00,6
