time_iso8601,forks_cumulative
2021-05-29 00:00:00+00:00,1
2021-09-02 00:00:00+00:00,2
2022-07-05 00:00:00+00:00,3
2023-07-18 00:00:00+00:00,4
2024-06-12 00:00:00+00:00,5
2024-10-28 00:00:00+00:00,6
