time_iso8601,forks_cumulative
2021-05-15 00:00:00+00:00,1
2021-07-13 00:00:00+00:00,2
2021-09-17 00:00:00+00:00,3
2021-09-30 00:00:00+00:00,4
2022-04-29 00:00:00+00:00,5
2022-06-05 00:00:00+00:00,6
2022-08-10 00:00:00+00:00,7
2023-01-06 00:00:00+00:00,8
2023-02-14 00:00:00+00:00,9
2023-03-02 00:00:00+00:00,10
2023-12-08 00:00:00+00:00,11
2024-01-01 00:00:00+00:00,12
2024-03-17 00:00:00+00:00,13
2024-04-27 00:00:00+00:00,14
2024-05-15 00:00:00+00:00,15
2024-06-04 00:00:00+00:00,16
2024-06-25 00:00:00+00:00,17
2024-06-28 00:00:00+00:00,18
2024-11-21 00:00:00+00:00,19
