time_iso8601,stars_cumulative
2021-07-05 00:00:00+00:00,1
2021-09-17 00:00:00+00:00,2
2021-11-13 00:00:00+00:00,3
2022-01-13 00:00:00+00:00,4
2022-05-03 00:00:00+00:00,5
2022-05-06 00:00:00+00:00,6
2022-07-14 00:00:00+00:00,7
2022-08-11 00:00:00+00:00,8
2022-08-22 00:00:00+00:00,9
2022-09-04 00:00:00+00:00,10
2022-09-22 00:00:00+00:00,11
2022-12-04 00:00:00+00:00,12
2023-01-02 00:00:00+00:00,13
2023-03-16 00:00:00+00:00,14
2023-05-24 00:00:00+00:00,15
2023-07-09 00:00:00+00:00,16
2023-11-15 00:00:00+00:00,17
2023-11-24 00:00:00+00:00,18
2023-12-03 00:00:00+00:00,19
2023-12-21 00:00:00+00:00,20
2024-02-22 00:00:00+00:00,21
2024-02-23 00:00:00+00:00,22
2024-04-10 00:00:00+00:00,24
2024-05-03 00:00:00+00:00,25
2024-05-27 00:00:00+00:00,26
2024-12-05 00:00:00+00:00,27
