referrer,views_total,views_unique
Google,45,26
docs.qualcomm.com,19,5
github.com,18,11
statics.teams.cdn.office.net,16,6
Bing,12,7
confluence.qualcomm.com,1,1
DuckDuckGo,1,1
lists.trustedfirmware.org,1,1
perplexity.ai,1,1
