referrer,views_total,views_unique
Google,37,25
statics.teams.cdn.office.net,25,6
github.com,20,12
docs.qualcomm.com,18,5
Bing,14,9
DuckDuckGo,3,2
confluence.qualcomm.com,3,1
lists.trustedfirmware.org,1,1
