time_iso8601,forks_cumulative
2020-11-06 00:00:00+00:00,1
2021-09-02 00:00:00+00:00,2
2021-10-10 00:00:00+00:00,3
2023-03-28 00:00:00+00:00,4
2024-09-12 00:00:00+00:00,5
