time_iso8601,forks_cumulative
2019-12-06 00:00:00+00:00,1
2020-06-02 00:00:00+00:00,2
2021-04-02 00:00:00+00:00,3
2021-04-06 00:00:00+00:00,4
2024-04-04 00:00:00+00:00,5
2024-12-13 00:00:00+00:00,6
2025-02-26 00:00:00+00:00,7
