time_iso8601,forks_cumulative
2021-10-28 00:00:00+00:00,1
2021-11-02 00:00:00+00:00,5
2021-11-23 00:00:00+00:00,6
2021-12-09 00:00:00+00:00,7
2022-01-13 00:00:00+00:00,8
2023-04-09 00:00:00+00:00,9
2023-07-25 00:00:00+00:00,10
2023-08-05 00:00:00+00:00,11
2023-08-17 00:00:00+00:00,12
