time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-27 00:00:00+00:00,5.0,1.0,5.0,2.0
2025-02-28 00:00:00+00:00,4.0,1.0,32.0,2.0
2025-03-03 00:00:00+00:00,,,8.0,2.0
2025-03-06 00:00:00+00:00,,,2.0,2.0
2025-03-07 00:00:00+00:00,2.0,2.0,,
2025-03-10 00:00:00+00:00,,,4.0,1.0
2025-03-12 00:00:00+00:00,1.0,1.0,1.0,1.0
