time_iso8601,stars_cumulative
2021-09-02 00:00:00+00:00,1
2022-07-14 00:00:00+00:00,2
2023-01-02 00:00:00+00:00,3
2023-10-06 00:00:00+00:00,4
2024-11-25 00:00:00+00:00,5
