referrer,views_total,views_unique
Google,148,40
github.com,41,11
Bing,39,12
kap.kpit.com,21,10
ade-conf.hmckmc.co.kr,9,1
statics.teams.cdn.office.net,8,5
cn.bing.com,5,3
m.facebook.com,3,1
DuckDuckGo,1,1
search.brave.com,1,1
