time_iso8601,forks_cumulative
2023-04-11 00:00:00+00:00,1
2023-09-25 00:00:00+00:00,2
2024-05-06 00:00:00+00:00,3
2024-09-12 00:00:00+00:00,4
2024-09-27 00:00:00+00:00,5
2024-10-26 00:00:00+00:00,6
2024-12-02 00:00:00+00:00,7
2024-12-09 00:00:00+00:00,8
2025-03-12 00:00:00+00:00,9
