url_path,views_total,views_unique
/quic/sample-apps-for-robotics-platforms,122,84
/quic/sample-apps-for-robotics-platforms/tree/master/RB5,64,35
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x,62,31
/quic/sample-apps-for-robotics-platforms/tree/master,26,14
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/AI-ML-apps,23,15
/quic/sample-apps-for-robotics-platforms/tree/master/ROS2-IMU,23,9
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_4_x/GStreamer-apps/cpp,22,10
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_4_x/GStreamer-apps,19,12
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_5_x/GStreamer-apps/cpp,18,11
/quic/sample-apps-for-robotics-platforms/tree/master/RB5/linux_kernel_4_x,17,13
