referrer,views_total,views_unique
Google,348,53
docs.qualcomm.com,54,19
github.com,51,13
qualcomm.com,44,17
thundercomm.com,44,12
search.brave.com,41,5
Bing,12,6
in.search.yahoo.com,6,1
DuckDuckGo,3,3
confluence.qualcomm.com,3,2
