referrer,views_total,views_unique
statics.teams.cdn.office.net,27,5
Google,24,7
kor2.samsung.net,18,5
github.com,13,5
kor1.samsung.net,13,2
marc.info,13,2
confluence.qualcomm.com,9,3
jira-dc.qualcomm.com,6,1
xnandsys.pj.semicon.intratmc.com,2,1
org.joinmastodon.android,1,1
