referrer,views_total,views_unique
statics.teams.cdn.office.net,40,13
docs.qualcomm.com,17,7
github.com,12,3
qualcomm-cdmatech-support.lightning.force.com,10,5
Google,5,3
confluence.qualcomm.com,2,1
org.joinmastodon.android,2,1
cn.bing.com,1,1
