referrer,views_total,views_unique
statics.teams.cdn.office.net,60,6
docs.qualcomm.com,30,7
github.com,17,3
qualcomm-cdmatech-support.lightning.force.com,14,5
cn.bing.com,1,1
confluence.qualcomm.com,1,1
