time_iso8601,forks_cumulative
2020-06-22 00:00:00+00:00,1
2020-06-23 00:00:00+00:00,2
2020-06-24 00:00:00+00:00,3
2020-08-19 00:00:00+00:00,4
2020-08-20 00:00:00+00:00,5
2021-10-10 00:00:00+00:00,6
2023-04-07 00:00:00+00:00,7
2024-01-21 00:00:00+00:00,8
