referrer,views_total,views_unique
Google,70,19
github.com,30,5
statics.teams.cdn.office.net,10,4
cn.bing.com,3,1
DuckDuckGo,3,1
doc.rust-lang.org,2,2
contribution-portal.qualcomm.com,1,1
