time_iso8601,stars_cumulative
2018-05-24 00:00:00+00:00,1
2018-12-03 00:00:00+00:00,2
2019-03-23 00:00:00+00:00,3
2019-08-26 00:00:00+00:00,4
2019-09-11 00:00:00+00:00,5
2021-09-02 00:00:00+00:00,6
2023-01-02 00:00:00+00:00,7
2023-03-23 00:00:00+00:00,8
2024-05-02 00:00:00+00:00,9
2024-06-17 00:00:00+00:00,10
