time_iso8601,forks_cumulative
2018-10-29 00:00:00+00:00,1
2019-02-01 00:00:00+00:00,2
2021-06-20 00:00:00+00:00,3
2021-09-02 00:00:00+00:00,4
2022-05-23 00:00:00+00:00,5
2023-04-07 00:00:00+00:00,6
2023-11-16 00:00:00+00:00,7
