time_iso8601,forks_cumulative
2024-01-31 00:00:00+00:00,1
2024-02-23 00:00:00+00:00,5
2024-02-26 00:00:00+00:00,7
2024-02-27 00:00:00+00:00,8
2024-02-28 00:00:00+00:00,10
2024-02-29 00:00:00+00:00,11
2024-03-01 00:00:00+00:00,12
2024-03-02 00:00:00+00:00,13
2024-03-04 00:00:00+00:00,14
2024-03-05 00:00:00+00:00,15
2024-03-12 00:00:00+00:00,16
2024-03-13 00:00:00+00:00,17
2024-03-19 00:00:00+00:00,18
2024-03-28 00:00:00+00:00,21
2024-03-29 00:00:00+00:00,22
2024-04-04 00:00:00+00:00,23
2024-04-08 00:00:00+00:00,24
2024-04-10 00:00:00+00:00,25
2024-04-17 00:00:00+00:00,27
2024-04-18 00:00:00+00:00,28
2024-04-19 00:00:00+00:00,29
2024-04-22 00:00:00+00:00,30
2024-05-07 00:00:00+00:00,31
2024-05-21 00:00:00+00:00,32
2024-05-22 00:00:00+00:00,34
2024-05-29 00:00:00+00:00,36
2024-05-30 00:00:00+00:00,37
2024-06-02 00:00:00+00:00,38
2024-06-07 00:00:00+00:00,39
2024-06-10 00:00:00+00:00,40
2024-06-18 00:00:00+00:00,41
2024-06-24 00:00:00+00:00,42
2024-07-04 00:00:00+00:00,43
2024-07-10 00:00:00+00:00,44
2024-07-26 00:00:00+00:00,45
2024-07-29 00:00:00+00:00,46
2024-08-07 00:00:00+00:00,48
2024-08-09 00:00:00+00:00,49
2024-08-10 00:00:00+00:00,50
2024-08-11 00:00:00+00:00,51
2024-08-15 00:00:00+00:00,52
2024-09-05 00:00:00+00:00,53
2024-09-12 00:00:00+00:00,54
2024-09-13 00:00:00+00:00,55
2024-09-23 00:00:00+00:00,57
2024-10-08 00:00:00+00:00,62
2024-10-20 00:00:00+00:00,63
2024-10-21 00:00:00+00:00,65
2024-10-23 00:00:00+00:00,67
2024-10-24 00:00:00+00:00,68
2024-10-25 00:00:00+00:00,69
2024-10-26 00:00:00+00:00,70
2024-10-30 00:00:00+00:00,71
2024-11-01 00:00:00+00:00,72
2024-11-02 00:00:00+00:00,73
2024-11-08 00:00:00+00:00,74
2024-11-13 00:00:00+00:00,75
2024-11-18 00:00:00+00:00,76
2024-11-20 00:00:00+00:00,77
2024-11-21 00:00:00+00:00,78
2024-11-23 00:00:00+00:00,79
2024-11-24 00:00:00+00:00,80
2024-12-03 00:00:00+00:00,81
2024-12-10 00:00:00+00:00,82
2024-12-22 00:00:00+00:00,83
2024-12-23 00:00:00+00:00,84
2024-12-24 00:00:00+00:00,85
2024-12-29 00:00:00+00:00,86
2025-01-18 00:00:00+00:00,87
2025-01-19 00:00:00+00:00,88
2025-01-21 00:00:00+00:00,89
2025-01-23 00:00:00+00:00,90
2025-01-26 00:00:00+00:00,91
2025-02-09 00:00:00+00:00,92
2025-02-20 00:00:00+00:00,94
2025-02-21 00:00:00+00:00,95
2025-02-26 00:00:00+00:00,96
2025-03-06 00:00:00+00:00,97
2025-03-07 00:00:00+00:00,98
2025-03-16 00:00:00+00:00,99
2025-03-17 00:00:00+00:00,101
