time_iso8601,forks_cumulative
2024-05-20 00:00:00+00:00,1
2024-10-23 00:00:00+00:00,2
2024-11-24 00:00:00+00:00,3
2024-12-07 00:00:00+00:00,4
2025-02-19 00:00:00+00:00,5
