referrer,views_total,views_unique
Google,649,193
github.com,119,21
Bing,114,31
qualcomm.com,89,23
cn.bing.com,42,9
lore.kernel.org,25,7
phoronix.com,20,2
DuckDuckGo,15,6
linkedin.com,14,8
com.linkedin.android,14,6
