referrer,views_total,views_unique
Google,106,26
github.com,17,7
forum.openwrt.org,17,2
DuckDuckGo,10,3
Bing,9,2
teams.microsoft.com,6,1
chatgpt.com,4,3
bugzilla.kernel.org,2,2
search.brave.com,1,1
cn.bing.com,1,1
