referrer,views_total,views_unique
Google,109,27
forum.openwrt.org,17,2
github.com,16,6
Bing,10,3
teams.microsoft.com,6,1
chatgpt.com,4,3
DuckDuckGo,4,2
cn.bing.com,3,2
bugzilla.kernel.org,2,2
search.brave.com,1,1
