referrer,views_total,views_unique
Google,64,24
forum.openwrt.org,17,2
github.com,14,4
Bing,10,3
teams.microsoft.com,6,1
chatgpt.com,3,2
bugzilla.kernel.org,2,2
cn.bing.com,2,1
search.brave.com,1,1
DuckDuckGo,1,1
