time_iso8601,stars_cumulative
2021-05-15 00:00:00+00:00,1
2021-07-08 00:00:00+00:00,2
2022-08-09 00:00:00+00:00,3
2022-11-03 00:00:00+00:00,4
2023-01-02 00:00:00+00:00,5
2023-12-17 00:00:00+00:00,6
2024-01-09 00:00:00+00:00,7
2024-03-01 00:00:00+00:00,8
2024-05-17 00:00:00+00:00,9
2024-08-12 00:00:00+00:00,10
2024-09-27 00:00:00+00:00,11
2025-03-03 00:00:00+00:00,12
