time_iso8601,stars_cumulative
2021-09-02 00:00:00+00:00,1
2021-09-15 00:00:00+00:00,2
2022-10-03 00:00:00+00:00,3
2022-11-16 00:00:00+00:00,4
2023-01-02 00:00:00+00:00,5
2023-09-02 00:00:00+00:00,6
2024-05-17 00:00:00+00:00,7
2024-08-12 00:00:00+00:00,8
