time_iso8601,forks_cumulative
2017-11-03 00:00:00+00:00,1
2018-02-07 00:00:00+00:00,2
2023-10-06 00:00:00+00:00,3
2023-12-08 00:00:00+00:00,4
2024-10-28 00:00:00+00:00,5
2024-12-15 00:00:00+00:00,6
