time_iso8601,stars_cumulative
2023-01-02 00:00:00+00:00,1
2023-02-17 00:00:00+00:00,2
2023-02-20 00:00:00+00:00,3
2023-03-16 00:00:00+00:00,5
2023-04-04 00:00:00+00:00,7
2023-05-08 00:00:00+00:00,8
2023-07-27 00:00:00+00:00,9
2023-07-28 00:00:00+00:00,10
2023-09-22 00:00:00+00:00,11
2023-11-13 00:00:00+00:00,12
2024-03-03 00:00:00+00:00,13
2024-03-26 00:00:00+00:00,14
2024-10-05 00:00:00+00:00,15
2024-10-08 00:00:00+00:00,16
2024-11-06 00:00:00+00:00,17
